id;movie_title;num_launch_days;genre;mpaa_rating;total_gross;inflation_adjusted_gross
482;Earth;169;Documentary;G;32011576;35981010
483;Up;168;Adventure;PG;293004164;329336681
484;The Proposal;167;Romantic Comedy;PG-13;163958031;184288829
485;G-Force;166;Adventure;PG;119436770;134246932
486;Gake no ue no Ponyo;166;Adventure;G;15090399;16961607
487;X Games 3D: The Movie;165;Documentary;PG;1391434;1563976
488;Walt and El Grupo;165;Documentary;PG;20521;23064
489;Surrogates;164;Action;PG-13;38577772;43361416
490;Toy Story 3D Double Feature;164;Adventure;G;30702446;34509545
491;Disney's A Christmas Carol;163;Drama;PG;137855863;154927105
492;The Princess and the Frog;162;Adventure;G;104400899;116316457
493;Old Dogs;162;Comedy;PG;49492060;55503929
494;When in Rome;160;Romantic Comedy;PG-13;32680633;34917330
495;Alice in Wonderland;159;Adventure;PG;334191110;357063499
496;Waking Sleeping Beauty;158;Documentary;PG;80741;86264
497;The Last Song;158;Drama;PG;62950384;67258772
498;Oceans;157;Documentary;G;19422319;20751600
499;Prince of Persia: Sands of Time;156;Action;PG-13;90759676;96971361
500;Toy Story 3;156;Adventure;G;415004880;443408255
501;The Sorcerer's Apprentice;155;Adventure;PG;63150991;67473105
502;Step Up 3D;154;Drama;PG-13;42400223;45302137
503;Gedo Senki (Tales from Earthsea);154;Adventure;PG-13;48658;51988
504;You Again;152;Comedy;PG;25702053;27461121
505;Secretariat;152;Drama;PG;59699513;63781920
506;Tangled;150;Adventure;PG;200821936;214388548
507;Tron: Legacy;150;Adventure;PG;172062763;183619259
508;Gnomeo and Juliet;148;Comedy;G;99967670;106270797
509;I am Number Four;148;Adventure;PG-13;55100437;58574607
510;Mars Needs Moms;147;Adventure;PG;21392758;22741603
511;African Cats;145;Documentary;G;15428747;16401551
512;Zokkomon;145;Adventure;PG;2815;2984
513;Prom;145;Comedy;PG;10130219;10768946
514;Pirates of the Caribbean: On Stranger…;144;Adventure;PG-13;241063875;256263359
515;Cars 2;143;Adventure;G;191450875;203522177
516;Winnie the Pooh;143;Adventure;G;26692846;28375869
517;The Help;142;Drama;PG-13;169705587;180404976
518;Fright Night;141;Horror;R;18298649;19452402
519;Real Steel;140;Action;PG-13;85463309;90848019
520;The Muppets;138;Comedy;PG;88625922;94189503
521;War Horse;137;Drama;PG-13;79883359;84762149
522;The Secret World of Arietty;136;Adventure;G;19192510;20325733
523;John Carter;135;Adventure;PG-13;73058679;77372445
524;Chimpanzee;133;Documentary;G;28965459;30675725
525;The Avengers;133;Action;PG-13;623279547;660081224
526;Brave;131;Adventure;PG;237282182;251292441
527;People Like Us;131;Drama;PG-13;12431792;13165822
528;The Odd Life of Timothy Green;130;Drama;PG;51853450;54914942
529;Frankenweenie;128;Comedy;PG;35287788;37363513
530;Wreck-It Ralph;127;Adventure;PG;189412677;200354959
531;Lincoln;127;Drama;PG-13;182207973;192122330
532;Oz the Great and Powerful;123;Adventure;PG;234770996;243434130
533;Iron Man 3;121;Action;PG-13;408992272;424084233
534;Monsters University;119;Adventure;G;268488329;278395641
535;The Lone Ranger;119;Western;PG-13;89302115;92597388
536;Disney Planes;118;Comedy;PG;90282580;93614037
537;The Fifth Estate;116;Drama;R;3254172;3374251
538;Thor: The Dark World;115;Adventure;PG-13;206362140;213962184
539;Kaze Tachinu;115;Drama;PG-13;5201879;5367415
540;Frozen;114;Adventure;PG;400738009;414997174
541;Delivery Man;114;Comedy;PG-13;30659817;31787136
542;Saving Mr. Banks;114;Drama;PG-13;83299761;86249969
543;Need for Speed;111;Action;PG-13;43568507;44955015
544;Muppets Most Wanted;110;Comedy;PG;51178893;52807594
545;Captain America: The Winter Soldier;110;Action;PG-13;259746958;268013076
546;Bears;110;Documentary;G;17780194;18346024
547;Million Dollar Arm;109;Drama;PG;36447959;37607865
548;Maleficent;108;Adventure;PG;241407328;249089809
549;Planes: Fire and Rescue;107;Adventure;PG;59157732;61040349
550;Guardians of the Galaxy;106;Adventure;PG-13;333172112;343771168
551;The Hundred-Foot Journey;106;Romantic Comedy;PG;54235441;55961409
552;Alexander and the Terrible Horrible;104;Comedy;PG;66954149;69055550
553;Big Hero 6;103;Adventure;PG;222527828;229249222
554;Into the Woods;101;Musical;PG;128002372;130894237
555;Strange Magic;100;Adventure;PG;12429583;12429583
556;McFarland USA;99;Drama;PG;44480275;44480275
557;Cinderella;99;Drama;PG;201151353;201151353
558;Monkey Kingdom;98;Documentary;G;16432322;16432322
559;Avengers: Age of Ultron;97;Action;PG-13;459005868;459005868
560;Tomorrowland;96;Adventure;PG;93436322;93436322
561;Inside Out;95;Adventure;PG;356461711;356461711
562;Ant-Man;95;Action;PG-13;180202163;180202163
563;Bridge of Spies;92;Thriller/Suspense;PG-13;72313754;72313754
564;The Good Dinosaur;90;Adventure;PG;123087120;123087120
565;Star Wars Ep. VII: The Force Awakens;90;Adventure;PG-13;936662225;936662225
566;The Finest Hours;88;Thriller/Suspense;PG;27569558;27569558
567;Zootopia;87;Adventure;PG;341268248;341268248
568;The Jungle Book;86;Adventure;PG;364001123;364001123
569;A Beautiful Planet;85;Documentary;G;7895708;7895708
570;Captain America: Civil War;85;Action;PG-13;408084349;408084349
571;Alice Through the Looking Glass;84;Adventure;PG;77042381;77042381
572;Finding Dory;84;Adventure;PG;486295561;486295561
573;The BFG;83;Adventure;PG;55483770;55483770
574;Pete’s Dragon;82;Adventure;PG;76233151;76233151
575;The Light Between Oceans;81;Drama;PG-13;12545979;12545979
576;Queen of Katwe;80;Drama;PG;8874389;8874389
577;Doctor Strange;79;Adventure;PG-13;232532923;232532923
578;Moana;78;Adventure;PG;246082029;246082029
579;Rogue One: A Star Wars Story;78;Adventure;PG-13;529483936;529483936
